match_id,radiant_win
6,0.833411134116
7,0.761612163839
10,0.195959672585
13,0.866874803145
16,0.246484497409
18,0.395209177858
19,0.542729778975
24,0.579861239487
33,0.223962247312
37,0.681448351502
41,0.162406452383
42,0.336412170614
55,0.241916543524
60,0.67946517652
62,0.565838642113
63,0.612946151575
64,0.0925763332715
71,0.564682259329
72,0.327212605398
83,0.51153440303
85,0.78842540797
89,0.933276919294
92,0.762443388461
100,0.961110824746
102,0.888178455742
108,0.548186023894
111,0.789092535866
126,0.18551059245
130,0.0543177929133
140,0.797615152865
141,0.262809699245
152,0.844944724467
153,0.750644344693
159,0.564341698424
160,0.587058492918
163,0.612465600496
178,0.576390568334
179,0.36454775851
181,0.688118152318
196,0.15009733515
206,0.122651516311
209,0.554765839545
216,0.564453574782
228,0.0796069621731
230,0.426317424616
242,0.727430073831
245,0.174167002905
261,0.508186945911
274,0.483554390831
282,0.746735614316
289,0.529728952568
296,0.099430753022
297,0.616693253924
302,0.312095306461
304,0.0234953592
313,0.804844914934
316,0.501302966132
317,0.425523417806
344,0.883607229028
348,0.751808382455
352,0.511881872774
354,0.569676527817
361,0.464687801836
362,0.225777923742
363,0.750008151714
365,0.412611680698
375,0.306042931096
380,0.33190837795
384,0.545436846092
394,0.778736806602
399,0.617635653573
404,0.735386600854
406,0.658784194228
430,0.152312766598
432,0.340345594179
443,0.475799522339
463,0.619414722364
467,0.535150990213
474,0.188471826306
488,0.232196214708
502,0.910986397291
503,0.27221163721
507,0.289798771564
508,0.394285458417
509,0.458834928101
516,0.361865672544
528,0.283174900369
542,0.620150600106
547,0.185336049748
552,0.557352279139
555,0.62360043693
561,0.643935740643
569,0.815725192904
575,0.950583654097
576,0.817878165561
582,0.188077275198
585,0.454209648073
586,0.568873654238
590,0.808157821445
592,0.231677672047
598,0.399072456079
599,0.278531952995
600,0.738360109365
601,0.557066125129
603,0.31696239405
617,0.481983419826
628,0.472614569422
634,0.143335911927
635,0.312806116078
639,0.428206275069
644,0.664187045951
646,0.759801717713
650,0.0859726648288
659,0.841922511527
663,0.383018927635
668,0.650808194239
670,0.419765885247
678,0.428505366002
679,0.281849751314
686,0.788644694329
694,0.288685821159
696,0.900125912395
702,0.893551233429
709,0.3959111316
712,0.372809070178
723,0.228130241537
729,0.439117149598
733,0.743549169638
735,0.399802082544
737,0.37420922069
749,0.697528384504
752,0.49242538096
767,0.920917836965
771,0.122808088323
778,0.499973027594
780,0.75459050417
790,0.504758912521
797,0.37242525541
802,0.333925427502
805,0.718214884891
807,0.781847440732
808,0.84964148441
811,0.34161528803
815,0.131772383876
820,0.760001672256
838,0.164198096122
861,0.155909413302
886,0.233357647627
889,0.107683770771
904,0.657491052882
913,0.444728897328
928,0.713543504123
931,0.624798006869
932,0.676499143569
945,0.748124991224
953,0.85603190203
955,0.354764753286
970,0.551260589066
972,0.426009690867
978,0.588482765396
982,0.795858534039
983,0.731759727218
984,0.346055450126
987,0.561363226783
1000,0.624547084407
1006,0.613881151637
1014,0.74793303772
1030,0.551179068523
1037,0.738684979469
1044,0.621544729875
1046,0.799305045758
1048,0.409614155725
1053,0.866958688422
1057,0.697563676341
1077,0.886368882429
1085,0.965733876343
1087,0.746242184488
1088,0.7441102406
1096,0.112592992854
1098,0.960363025696
1100,0.107945503013
1113,0.729584595246
1119,0.732797799274
1127,0.523280873351
1142,0.366440940931
1148,0.358300866856
1157,0.212934797339
1158,0.770483302577
1163,0.421907225156
1167,0.670756529091
1168,0.348488852266
1181,0.0612238995071
1183,0.240140005565
1191,0.587808311553
1192,0.168299987963
1198,0.788105215498
1216,0.172201364044
1218,0.657763930598
1221,0.966102746761
1222,0.333387075892
1225,0.151203737213
1226,0.447678334549
1230,0.207322928279
1242,0.757409523255
